"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 2","text-lg","text-2xs","text-sm 2","whitespace-pre-wrap","whitespace-pre-wrap 2","text-xs 3","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 4","text-lg 2","text-2xs 3","text-sm 4","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 5","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 6","text-lg 3","text-2xs 5","text-sm 6","whitespace-pre-wrap 5","text-xs 7","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 7","text-xs 8","text-lg 4","text-2xs 7","text-2xs 8","relative src 4","inline-flex src","text-xs 9","inline-flex src 2","w-auto src"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-topside-steak-dc-/p/264653","https://cdn.mafrservices.com/pim-content/UAE/media/product/264653/1758281939/264653_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-fresh-thigh-fillet-450g/p/1794674","Alyoum Premium Fresh Chicken Thighs Fillet 450g","AED 51.76 per Kilo","23",".29","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-topside-roast-dc-/p/741324","https://cdn.mafrservices.com/pim-content/UAE/media/product/741324/1740504665/741324_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-fondue-dc-/p/264676","Australian Beef Fondue","500g - Approx 2 pieces/KG","37",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/chicken-thigh/alyoum-fresh-thigh-fillet-450g/p/1794674","https://cdn.mafrservices.com/sys-master-root/h4b/h67/50480274407454/1794674_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-topside-roast-dc-/p/741324","Brazilian Beef Topside Roast","500g - Approx 5 pieces/KG","30",".00","","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-fondue-dc-/p/264676","https://cdn.mafrservices.com/pim-content/UAE/media/product/264676/1754028603/264676_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-topside-steak-dc-/p/264653","Australian Beef Topside Steak","500g - Approx 5 pieces/KG","35",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-thighs-bone-in-tr-/p/1593957","https://cdn.mafrservices.com/pim-content/UAE/media/product/1593957/1751616004/1593957_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-skwrs-medtr-500g-cpu-pb/p/2162589","Carrefour Chicken Skewers Mediterranean 500g","500g - Approx 2 pieces/KG","21",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-ribeye-steak-dc-/p/68990","https://cdn.mafrservices.com/pim-content/UAE/media/product/68990/1740152439/68990_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/asian-veal/pak-veal-carcass-meat-mince-di-/p/2250161","Pakistani Veal Mince","500g - Approx 4 pieces/KG","21",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-skwrs-medtr-500g-cpu-pb/p/2162589","https://cdn.mafrservices.com/pim-content/UAE/media/product/2162589/1729513803/2162589_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-ribeye-steak-dc-/p/68990","New Zealand Beef Ribeye Steak","500g - Approx 7 pieces/KG","94",".50","","","","https://www.carrefouruae.com/mafuae/en/asian-veal/pak-veal-carcass-meat-mince-di-/p/2250161","https://cdn.mafrservices.com/pim-content/UAE/media/product/2250161/1754384404/2250161_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-thighs-bone-in-tr-/p/1593957","Fresh Chicken Thighs (UAE)","","17",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-shank-bone-in-dc-/p/769180","https://cdn.mafrservices.com/pim-content/UAE/media/product/769180/1767872400/769180_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-whit-sh-tawook-450g-cpu-pb/p/2162590","Carrefour Chicken Shish Tawook White 450g","500g - Approx 8 pieces/KG","20",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/prepared-beef/braz-beef-burger-lwfat-150g-dc-/p/1144016","https://cdn.mafrservices.com/pim-content/UAE/media/product/1144016/1761917471/1144016_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-tside-minut-stk-dc-/p/889003","Australian Angus Minute Beef Steak","500g - Approx 3 pieces/KG","50",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-whit-sh-tawook-450g-cpu-pb/p/2162590","https://cdn.mafrservices.com/pim-content/UAE/media/product/2162590/1729584603/2162590_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-beef/braz-beef-burger-lwfat-150g-dc-/p/1144016","Brazilian Low-Fat Beef Burger 150g Piece","","9",".99","","","","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-tside-minut-stk-dc-/p/889003","https://cdn.mafrservices.com/pim-content/UAE/media/product/889003/1762246180/889003_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-shank-bone-in-dc-/p/769180","New Zealand Beef Shank Bone In","","40",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-burger-240g-cpu-pb/p/2162600","https://cdn.mafrservices.com/pim-content/UAE/media/product/2162600/1729507203/2162600_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/pak-beef-boneless/p/69617","Boneless Pakistani Beef","1KG - Approx 1 piece/KG","38",".89","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-topside-roast-dc-/p/264654","https://cdn.mafrservices.com/pim-content/UAE/media/product/264654/1758281859/264654_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-ribs-dc-/p/2258095","Australian Lamb Ribs Import","500g - Approx 2 pieces/KG","38",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/pak-beef-boneless/p/69617","https://cdn.mafrservices.com/pim-content/UAE/media/product/69617/1744275603/69617_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-topside-roast-dc-/p/264654","Australian Beef Topside Roast","500g - Approx 5 pieces/KG","40",".00","","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-ribs-dc-/p/2258095","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258095/1776070800/2258095_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-burger-240g-cpu-pb/p/2162600","Carrefour Chicken Burger 240g","","10",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-burger-150g-pc-dc-/p/1025568","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025568/1762498884/1025568_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-mince-meat-dc-/p/1025549","Australian Wagyu Beef Mince","500g - Approx 30 pieces/KG","46",".00","","Only 2 left","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-stroganof-dc-/p/1025567","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025567/1756365449/1025567_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/lamb-offals/lamb-fat/p/78471","Lamb Fat","500g - Approx 2 pieces/KG","6",".50","","Only 1 left","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-mince-meat-dc-/p/1025549","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025549/1760603301/1025549_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-stroganof-dc-/p/1025567","Australian Angus Beef Stroganoff","500g - Approx 22 pieces/KG","50",".00","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/lamb-offals/lamb-fat/p/78471","https://cdn.mafrservices.com/pim-content/UAE/media/product/78471/1737968405/78471_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-burger-150g-pc-dc-/p/1025568","Australian Angus Beef Burger 150g Piece","","22",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-tenderloin-steak-dc-/p/264642","https://cdn.mafrservices.com/pim-content/UAE/media/product/264642/1759299067/264642_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-cube-dc-/p/69209","New Zealand Beef Cubes","500g - Approx 2 pieces/KG","41",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/prepared-chicken/breaded-chicken-breast-360g-cpu-pb/p/2162594","https://cdn.mafrservices.com/pim-content/UAE/media/product/2162594/1729507203/2162594_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-chicken/breaded-chicken-strips-400g-cpu-pb/p/2162595","Carrefour Breaded Chicken Strips 400g","500g - Approx 5 pieces/KG","18",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-cube-dc-/p/69209","https://cdn.mafrservices.com/pim-content/UAE/media/product/69209/1744272003/69209_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-chicken/breaded-chicken-breast-360g-cpu-pb/p/2162594","Carrefour Breaded Chicken Breast 360g","","18",".99","","","","https://www.carrefouruae.com/mafuae/en/prepared-chicken/breaded-chicken-strips-400g-cpu-pb/p/2162595","https://cdn.mafrservices.com/pim-content/UAE/media/product/2162595/1729513803/2162595_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-tenderloin-steak-dc-/p/264642","Australian Beef Tenderloin Steak","","99",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/beef-offals/nz-beef-fat-dc-/p/1016368","https://cdn.mafrservices.com/pim-content/UAE/media/product/1016368/1737968405/1016368_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-cube-boneless-dc-/p/1025565","Australian Angus Beef Cubes","500g - Approx 19 pieces/KG","41",".50","","Tod. 12:00 PM","Only 2 left","","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-wings-tr-/p/1593958","https://cdn.mafrservices.com/sys-master-root/h04/h1c/11254090694686/1593958_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/ready-to-cook/chicken-cordon-bleu-450g-cpu/p/2145608","Chicken Cordon  Bleu","500g - Approx 20 pieces/KG","22",".39","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-cube-boneless-dc-/p/1025565","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025565/1777971446/1025565_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-wings-tr-/p/1593958","Fresh Chicken Wings","500g - Approx 10 pieces/KG","11",".00","","Only 2 left","","https://www.carrefouruae.com/mafuae/en/ready-to-cook/chicken-cordon-bleu-450g-cpu/p/2145608","https://cdn.mafrservices.com/sys-master-root/h0e/h39/63514052722718/2145608_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef-offals/nz-beef-fat-dc-/p/1016368","Beef Fat","","5",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-burger-angus-aus/p/1908516","https://cdn.mafrservices.com/pim-content/UAE/media/product/1908516/1768997400/1908516_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-beef/aus-beef-burger-l-fat-150g-pc-dc-/p/1144015","Low-Fat Australian Beef Burger 150g Piece","500g - Approx 5 pieces/KG","14",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-thigh-boneless-tr-/p/1593961","https://cdn.mafrservices.com/sys-master-root/had/h12/13721145540638/1593961_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-knuckle-steak-dc-/p/733490","Brazilian Knuckle Steak Beef","500g - Approx 4 pieces/KG","31",".00","","Tod. 12:00 PM","Only 3 left","","https://www.carrefouruae.com/mafuae/en/prepared-beef/aus-beef-burger-l-fat-150g-pc-dc-/p/1144015","https://cdn.mafrservices.com/pim-content/UAE/media/product/1144015/1758282402/1144015_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-thigh-boneless-tr-/p/1593961","Uae Fresh Chicken Thigh Boneless and Skinless","150g - Approx 7 pieces/KG","25",".00","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-knuckle-steak-dc-/p/733490","https://cdn.mafrservices.com/pim-content/UAE/media/product/733490/1740504624/733490_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-burger-angus-aus/p/1908516","Australian Angus Beef Burger Patty Grain Fed MB3+","","15",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-strogonoff-dc-/p/69728","https://cdn.mafrservices.com/pim-content/UAE/media/product/69728/1756969942/69728_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-beef/aus-beef-kofta-dc-/p/909504","Australian Beef Kofta Finger","500g - Approx 9 pieces/KG","30",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-topside-steak-dc-/p/1025554","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025554/1762498000/1025554_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-mince-meat-lowfat-dc-fp-/p/2250180","Brazilian Beef Mince Low Fat Import","500g - Approx 2 pieces/KG","23",".50","","Only 2 left","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/prepared-beef/aus-beef-kofta-dc-/p/909504","https://cdn.mafrservices.com/pim-content/UAE/media/product/909504/1757575622/909504_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-topside-steak-dc-/p/1025554","Australian Wagyu Beef Topside Steak","600g - Approx 2 pieces/KG","59",".99","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-mince-meat-lowfat-dc-fp-/p/2250180","https://cdn.mafrservices.com/pim-content/UAE/media/product/2250180/1776070800/2250180_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-strogonoff-dc-/p/69728","New Zealand Beef Stroganoff","500g - Approx 20 pieces/KG","50",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/chicken-breast/crf-chicken-breast-aj-500g/p/1753464","https://cdn.mafrservices.com/sys-master-root/h95/h6b/13137046503454/1753464_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-burger-150g-pc-dc-/p/1025550","Australian Wagyu Beef Burger 150g Piece","500g - Approx 2 pieces/KG","19",".39","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-whole-skinless-12pc-900g/p/2050067","https://cdn.mafrservices.com/sys-master-root/hb2/h11/50385921736734/2050067_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/lamb-offals/lamb-liya/p/2242588","Lamb Liya (Fat)","AED 50.58 per Kilo","21",".40","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-burger-150g-pc-dc-/p/1025550","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025550/1771059980/1025550_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-breast/crf-chicken-breast-aj-500g/p/1753464","Carrefour Fresh Chicken Breast 500g","AED 29.77 per Kilo","25",".29","","","","https://www.carrefouruae.com/mafuae/en/lamb-offals/lamb-liya/p/2242588","https://cdn.mafrservices.com/pim-content/UAE/media/product/2242588/1748608653/2242588_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-whole-skinless-12pc-900g/p/2050067","Alyoum 12-Piece Whole Chicken Cut 900g","","26",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-shoulder-bone-in-dc-/p/2258136","Australian Lamb Shoulder Import","1.25KG - Approx 1 piece/KG","83",".74","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-striploin-steak-dc-/p/69709","New Zealand Beef Striploin Steak","500g - Approx 5 pieces/KG","74",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-stroganoff-dc-fp-/p/741820","Brazilian Beef Stroganoff Family Pack 1.2Kg","1.20KG - Approx 5 pieces/KG","70",".79","","","","","","https://www.carrefouruae.com/mafuae/en/veal/ind-veal-boneless-tr-/p/981469","Indian Veal Boneless","500g - Approx 10 pieces/KG","25",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/veal/ind-veal-boneless-tr-/p/981469","https://cdn.mafrservices.com/pim-content/UAE/media/product/981469/1756183905/981469_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-shoulder-bone-in-dc-/p/2258136","Australian Lamb Shoulder Import","1.25KG - Approx 1 piece/KG","83",".74","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-stroganoff-dc-fp-/p/741820","https://cdn.mafrservices.com/sys-master-root/hf2/hea/13729637072926/741820_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-striploin-steak-dc-/p/69709","New Zealand Beef Striploin Steak","500g - Approx 5 pieces/KG","74",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-shoulder-bone-in-dc-/p/2258136","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258136/1776070800/2258136_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-stroganoff-dc-fp-/p/741820","Brazilian Beef Stroganoff Family Pack 1.2Kg","1.20KG - Approx 5 pieces/KG","70",".79","","","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-striploin-steak-dc-/p/69709","https://cdn.mafrservices.com/pim-content/UAE/media/product/69709/1766392808/69709_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/veal/ind-veal-boneless-tr-/p/981469","Indian Veal Boneless","500g - Approx 10 pieces/KG","25",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-cube-bless-dc-/p/1025551","https://cdn.mafrservices.com/sys-master-root/h86/hfe/51548166520862/1025551_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-shoulder-bless-dc-/p/2258145","Australian Lamb Shoulder Boneless Import","1KG - Approx 1 piece/KG","79",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-striploin-steak-dc-fp-/p/740078","https://cdn.mafrservices.com/sys-master-root/h5f/hc2/12495884615710/740078_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-fondue-dc-/p/1025566","Australian Angus Beef Fondue","500g - Approx 22 pieces/KG","50",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-shoulder-bless-dc-/p/2258145","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258145/1776070800/2258145_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-cube-bless-dc-/p/1025551","Australian Wagyu Beef Cube","500g - Approx 2 pieces/KG","50",".00","","","","https://www.carrefouruae.com/mafuae/en/angus/aus-angus-beef-fondue-dc-/p/1025566","https://cdn.mafrservices.com/pim-content/UAE/media/product/1025566/1756357203/1025566_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-striploin-steak-dc-fp-/p/740078","Brazilian Striploin Beef Family Pack 1.5Kg","1.50KG - Pack size 1.5kg","85",".34","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-rump-heart-dc-/p/423357","https://cdn.mafrservices.com/sys-master-root/he0/h03/13721271599134/423357_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-stirfry-dc-/p/1025556","Australian Wagyu Beef Stir-Fry","500g - Approx 4 pieces/KG","50",".00","","Only 2 left","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-tenderloin-roast-dc-/p/69211","https://cdn.mafrservices.com/pim-content/UAE/media/product/69211/1767684043/69211_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-thin-slices-dc-/p/426121","New Zealand Thin Cut Beef Slices","500g - Approx 10 pieces/KG","54",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/wagyu/aus-wagyu-beef-stirfry-dc-/p/1025556","https://cdn.mafrservices.com/sys-master-root/h2c/h27/47963003355166/1025556_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-tenderloin-roast-dc-/p/69211","New Zealand Beef Tenderloin Roast","500g - Approx 2 pieces/KG","114",".50","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-thin-slices-dc-/p/426121","https://cdn.mafrservices.com/pim-content/UAE/media/product/426121/1740504605/426121_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-rump-heart-dc-/p/423357","Australian Beef Rump Heart Pave","500g - Approx 5 pieces/KG","40",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"","https://www.carrefouruae.com/mafuae/en/chicken-thigh/crf-chicken-thighs-aj-500g/p/1753473","https://cdn.mafrservices.com/sys-master-root/h9d/ha0/16971672879134/1753473_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mix-prepared/braz-beef-sausage-lebanese-dc-tr-/p/1476481","Brazilian Beef Sausage Lebanese Spice","500g - Approx 2 pieces/KG","22",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-shank-boneless-dc-/p/742728","https://cdn.mafrservices.com/sys-master-root/ha7/h0d/12495887237150/742728_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-rump-steak-dc-/p/264651","Australian Beef Rump Steak","500g - Approx 5 pieces/KG","40",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/mix-prepared/braz-beef-sausage-lebanese-dc-tr-/p/1476481","https://cdn.mafrservices.com/pim-content/UAE/media/product/1476481/1740504853/1476481_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/crf-chicken-thighs-aj-500g/p/1753473","Carrefour Chicken Thighs 500g","AED 44.98 per Kilo","22",".49","","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-rump-steak-dc-/p/264651","https://cdn.mafrservices.com/pim-content/UAE/media/product/264651/1771392134/264651_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/new-zealand-beef/nz-beef-shank-boneless-dc-/p/742728","New Zealand Boneless Beef Shank","500g - Approx 5 pieces/KG","50",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
