"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 3","text-lg","text-2xs","whitespace-pre-wrap","whitespace-pre-wrap 2","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 6","text-lg 2","text-2xs 3","text-2xs 4","relative src 2","whitespace-pre-wrap 3","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 8","text-lg 3","text-2xs 5","whitespace-pre-wrap 4","whitespace-pre-wrap 5","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 6","text-xs 9","text-lg 4","text-2xs 7","whitespace-pre-wrap 6"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/olives/olive-mix-platter-premium-300g/p/2263792","https://cdn.mafrservices.com/pim-content/UAE/media/product/2263792/1773734867/2263792_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/khazan-turkey-mortadella-250g/p/12152","Khazan Turkey Mortadella 250g","AED 97.96 per Kilo","24",".49","Only 4 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/khazan-smoked-chicken-slice-20x180g/p/786689","https://cdn.mafrservices.com/sys-master-root/h66/h3b/50869480980510/786689_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-mortadella-olives-500g/p/1173254","Prime Olives Beef Mortadella, 500g","AED 22.58 per Kilo","11",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 3 left","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-mortadella-olives-500g/p/1173254","https://cdn.mafrservices.com/pim-content/UAE/media/product/1173254/1765260604/1173254_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olive-mix-platter-premium-300g/p/2263792","Olive Mix Platter Premium","AED 75.16 per Kilo","32",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/khazan-turkey-mortadella-250g/p/12152","https://cdn.mafrservices.com/sys-master-root/h48/ha9/50869371863070/12152_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/khazan-smoked-chicken-slice-20x180g/p/786689","Khazan Smoked Chicken 180g","","18",".79","Only 4 left"
"","https://www.carrefouruae.com/mafuae/en/olives/halkidiki-pitted/p/2275125","https://cdn.mafrservices.com/pim-content/UAE/media/product/2275125/1766381732/2275125_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-thigh-ham-250g/p/1878667","Prime Smoked Turkey Thigh Strips, 250g","AED 85.16 per Kilo","21",".29","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/marrakech-mix-olives/p/2275123","https://cdn.mafrservices.com/pim-content/UAE/media/product/2275123/1766381732/2275123_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/halkidiki-pitted/p/2275125","Halkidiki Pitted Olives","250g - Approx 4 pieces/KG","20",".75","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chicken-mortadella-350g/p/1284330","https://cdn.mafrservices.com/pim-content/UAE/media/product/1284330/1752202803/1284330_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/marrakech-mix-olives/p/2275123","Marrakech Mix Olives","250g - Approx 4 pieces/KG","22",".50","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/turkey/prime-smoked-turkey-thigh-ham-250g/p/1878667","https://cdn.mafrservices.com/pim-content/UAE/media/product/1878667/1765260604/1878667_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chicken-mortadella-350g/p/1284330","Al Rawdah Plain Chicken Mortadella, 350g","AED 32.83 per Kilo","11",".49",""
"","https://www.carrefouruae.com/mafuae/en/olives/basil-garlic-pitted/p/2275122","https://cdn.mafrservices.com/pim-content/UAE/media/product/2275122/1766381732/2275122_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/basil-garlic-pitted/p/2275122","Basil & Garlic Pitted Olives","250g - Approx 4 pieces/KG","20",".00","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/pickles/pickled-bolivy-750g/p/2288642","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288642/1773915000/2288642_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-scottish-salmon-200g/p/1882519","Caviar Classic Land Long Sliced Scottish Smoked Salmon 200g","AED 201.45 per Kilo","40",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/pickles/grape-leaves-350g/p/2288645","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288645/1773915000/2288645_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/pickled-bolivy-750g/p/2288642","Simply Pickled Bolivi 750g","","9",".49","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-scottish-salmon-200g/p/1882519","https://cdn.mafrservices.com/pim-content/UAE/media/product/1882519/1753772403/1882519_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pickles/grape-leaves-350g/p/2288645","Simply Grape Leaves 350g","","11",".99",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/olives/halkidiki-stuffed/p/2275129","https://cdn.mafrservices.com/pim-content/UAE/media/product/2275129/1766381732/2275129_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/halkidiki-stuffed/p/2275129","Halkidiki Stuffed Piment Olives","250g - Approx 4 pieces/KG","24",".00","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/al-rawdah-beef-pastrami-200g/p/1220626","https://cdn.mafrservices.com/pim-content/UAE/media/product/1220626/1752202803/1220626_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/country-smoked-turkey-slice-100g/p/1406198","Country Smoked Turkey Slice 100g","AED 74.90 per Kilo","7",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/siniora-sign-chk-hotdog-375g/p/2265001","https://cdn.mafrservices.com/pim-content/UAE/media/product/2265001/1763359203/2265001_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-sign-chk-hotdog-375g/p/2265001","Siniora Signature Plain Chicken Hotdog, 375g","AED 54.11 per Kilo","20",".29","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/turkey/country-smoked-turkey-slice-100g/p/1406198","https://cdn.mafrservices.com/sys-master-root/h0f/h63/26547964903454/1406198_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/al-rawdah-beef-pastrami-200g/p/1220626","Al Rawdah Beef Pastrami, 200g","AED 78.95 per Kilo","15",".79",""
"","https://www.carrefouruae.com/mafuae/en/olives/beldi-black-pitted/p/2275127","https://cdn.mafrservices.com/pim-content/UAE/media/product/2275127/1766397280/2275127_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/beldi-black-pitted/p/2275127","Beldi Black Pitted Olives","250g - Approx 4 pieces/KG","30",".00","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/sea-foods/al-fumo-smoked-tuna-carpaccio-100g/p/1566494","Al Fumo Smoked Tuna Carpaccio Slices 100g","AED 239.90 per Kilo","23",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/greek-olive-kalamata-pitted-120g/p/2297088","Greek Olive Kalamata Pitted 120g","","18",".99","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/turkey/khazan-turkey-cured-20x180g/p/12209","Khazan Cured Turkey 180g","","20",".99",""
"","https://www.carrefouruae.com/mafuae/en/sea-foods/crf-surimi-sticks-200g/p/948207","https://cdn.mafrservices.com/sys-master-root/h68/h4b/46673645338654/948207_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/al-rawdah-beef-strips-200g/p/1220628","Al Rawdah Beef Strips, 200g","AED 76.45 per Kilo","15",".29","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/labeyrie-trout-roe-80g/p/1587087","https://cdn.mafrservices.com/sys-master-root/h00/h9c/13625570263070/1587087_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/crf-surimi-sticks-200g/p/948207","Carrefour Tender Surimi Wild Fish Sticks 200g","AED 62.45 per Kilo","12",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/greek-olive-halkidiki-pitted-120g/p/2297092","https://cdn.mafrservices.com/pim-content/UAE/media/product/2297092/1779268905/2297092_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/labeyrie-trout-roe-80g/p/1587087","Labeyrie Trout Eggs 80g","AED 797.38 per Kilo","63",".79","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/al-rawdah-beef-strips-200g/p/1220628","https://cdn.mafrservices.com/pim-content/UAE/media/product/1220628/1752202803/1220628_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/greek-olive-halkidiki-pitted-120g/p/2297092","Greek Olive Halkidiki Pitted 120g","","18",".99",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/sea-foods/coraya-rape-de-la-mer-180g/p/241306","https://cdn.mafrservices.com/pim-content/UAE/media/product/241306/1756779003/241306_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/olive-italian-mix-whole-120g/p/2297090","Olive Italian Mix Whole 120g","AED 30.95 per Kilo","23",".99","Tod. 12:00 PM","Only 4 left","https://www.carrefouruae.com/mafuae/en/turkey/prime-turkey-mortadella-plain-500g/p/1173258","https://cdn.mafrservices.com/pim-content/UAE/media/product/1173258/1765260604/1173258_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-mexico-200g/p/1220622","Al Rawdah Mexican Fresh Chicken Mortadella, 200g","AED 33.58 per Kilo","6",".19","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-mexico-200g/p/1220622","https://cdn.mafrservices.com/pim-content/UAE/media/product/1220622/1752202803/1220622_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/prime-turkey-mortadella-plain-500g/p/1173258","Prime Plain Turkey Mortadella, 500g","AED 229.39 per Kilo","16",".79","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/olive-italian-mix-whole-120g/p/2297090","https://cdn.mafrservices.com/pim-content/UAE/media/product/2297090/1779340200/2297090_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/coraya-rape-de-la-mer-180g/p/241306","Coraya Rape Grated, 180g","","41",".29",""
"","","","https://www.carrefouruae.com/mafuae/en/beef/khazan-smoked-beef-slice20x180g/p/12087","Khazan Smoked Beef 180g","AED 84.98 per Kilo","21",".99","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/sea-foods/saint-malo-crab-stick-400gr/p/805304","Saint-Malo Crab Stick, 400g","AED 157.46 per Kilo","33",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/polonez-beef-doudjuck-hot-240-gram/p/1860184","Polonez Hot Beef Sausage 240g","AED 97.16 per Kilo","37",".79","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/veal/senora-hickory-smoked-strips-250gm/p/1843564","Freshly Foods Senora Hickory Smoked Veal Strips, 250g","","24",".29",""
"","","","https://www.carrefouruae.com/mafuae/en/beef/sin-sign-chk-htdg-chesy-jlpn-375/p/2265007","Siniora Chicken Hotdog Cheesy Jalepeno 375g","AED 54.11 per Kilo","20",".29","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-blgna-olv-150g/p/2264999","Siniora Signature Beef Bologna with Olives, 150g","AED 69.93 per Kilo","10",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-bologna-plain-150g/p/2265009","Siniora Signature Plain Beef Bologna, 150g","AED 69.93 per Kilo","10",".49","Only 3 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-c-salmon-king-fillet-200g/p/466744","Caviar Classic Salmon King Fillet 200g","AED 201.45 per Kilo","40",".29",""
"","","","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-classic-land-kamch-wild-80g/p/1839701","Caviar Classic Land Smoked Sockeye Salmon 80g","AED 237.37 per Kilo","18",".99","Tod. 12:00 PM","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/sea-foods/coraya-fermes-tendres-180g/p/241301","Coraya Original Surimi Sticks, 180g","AED 226.61 per Kilo","40",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/khazan-marinated-ckn-tikka-200gm/p/1808108","Khazan Tikka Marinated Chicken Breast 200g","AED 129.95 per Kilo","25",".99","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-pistacio-200g/p/1220624","Al Rawdah Fresh Chicken Mortadella With Pistachio 200g","AED 38.45 per Kilo","7",".69",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-classic-land-salmon-2x100g/p/1839699","Caviar Classic Land Salmon Roe Caviar 100g Pack of 2","AED 545 per Kilo","109",".00","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-chili-200g/p/1220621","Al Rawdah Chilli Fresh Chicken Mortadella, 200g","AED 30.95 per Kilo","6",".19","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-pepper-200g/p/1220620","Al Rawdah Fresh Chicken Mortadella With Black Pepper 200g","AED 30.95 per Kilo","6",".19","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/beef/sin-sign-chk-htdg-cheese-375g/p/2265006","Siniora Signature Chicken Hotdog with Cheese, 375g","AED 54.11 per Kilo","20",".29",""
"","","","https://www.carrefouruae.com/mafuae/en/beef/country-smoked-beef-strips-100g/p/1406194","Country Smoked Beef Strips 100g","AED 112.90 per Kilo","11",".29","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/slow-cooked-meat/martiko-onion-jam-45g/p/1915440","Martiko Onion Jam 45g","AED 204.22 per Kilo","9",".19","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-wagyu-salami-100g/p/2243229","Fettayleh Wagyu Salami, 100g","AED 49990 per Kilo","49",".99","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-beef-basturma-100g/p/2243230","Fettayleh Beef Basturma, 100g","AED 49990 per Kilo","49",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-beef-bresaola-100g/p/2243227","Fettayleh Beef Bresaola, 100g","AED 49790 per Kilo","49",".79","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-wagyu-smoked-beef-100g/p/2243228","Fettayleh Wagyu Smoked Beef, 100g","AED 54990 per Kilo","54",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-lamb-prosciutto-100g/p/2243226","Fettayleh Lamb Prosciutto, 100g","AED 49990 per Kilo","49",".99","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-italian-mortadella-100g/p/2243224","Fettayleh Italian Mortadella, 100g","AED 45990 per Kilo","45",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-bologna-nut-150g/p/2265004","Siniora Signature Beef Bologna with Mixed Nuts, 150g","AED 69.93 per Kilo","10",".49","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/moroccan-olives-with-lemon/p/2242902","Moroccan Olives With Lemon","250g - Approx 4 pieces/KG","9",".12","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/beef-peperni-slic-skin-200g/p/2278486","Prime Premium Beef Pepperoni Sliced, 200g","AED 81.45 per Kilo","16",".29","Only 3 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-olive/p/2296312","Arabella Beef Mortadela Olive","250g - Approx 4 pieces/KG","7",".50",""
"","","","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pln-lf-skin-200g/p/2278487","Prime Premium Smoked Turkey Breast Plain Low Fat, 200g","AED 112.45 per Kilo","22",".49","Tod. 12:00 PM","Only 3 left","","","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-pepper/p/2296310","Arabella Beef Mortadela Pepper","250g - Approx 4 pieces/KG","7",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-plain/p/2296311","Arabella Beef Mortadela Plain","250g - Approx 4 pieces/KG","7",".50","Only 3 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-brazil-nuts/p/2277935","Brazil Nuts Pre-Packed","","60",".99","Tod. 12:00 PM"
"","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-macadamia-premium/p/2277937","Macadamia Premium Pre-Packed","","36",".99","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-figs-dried/p/2277944","Figs Dried Pre-Packed","","23",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-almonds-jumbo/p/2277947","Almonds Jumbo Pre-Packed","","23",".49","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-deluxe-mix/p/2277941","Deluxe Mix Pre-Packed","","21",".49",""
"","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-raisins-golden-medium/p/2277936","Raisins Golden Medium Pre-Packed","AED 81.45 per Kilo","12",".99","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-apricots-dried/p/2277939","Apricots Dried Pre-Packed","","32",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-salami-sliced-skin-200g/p/2278482","Prime Premium Smoked Turkey Breast Salami Sliced Skin, 200g","","16",".29","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-banana-chips/p/2277945","Banana Chips Pre-Packed","","7",".49",""
"","","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-supreme-mix/p/2277946","Supreme Mix Pre-Packed","AED 107.45 per Kilo","22",".99","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-strips-skin-200g/p/2278485","Prime Premium Turkey Breast Strips, 200g","AED 86.45 per Kilo","21",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/chicken/ckn-strps-slic-skin-200g/p/2278484","Prime Premium Smoked Chicken Strips, 200g","AED 106.45 per Kilo","17",".29","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pln-skn200g/p/2278490","Prime Premium Smoked Turkey Breast Plain, 200g","","21",".29",""
"","","","https://www.carrefouruae.com/mafuae/en/beef/beef-strps-slic-skin-200g/p/2278483","Prime Premium Beef Strips Sliced Skin, 200g","AED 121.45 per Kilo","24",".29","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-drkfrst-skin-200g/p/2278488","Prime Premium Smoked Turkey Breast Dark Forest, 200g","AED 112.45 per Kilo","22",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pstrmi-skin-200g/p/2278491","Prime Premium Smoked Turkey Breast Pastrami, 200g","AED 112.45 per Kilo","22",".49","Only 2 left","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-pitted-citrus-2kg/p/2267971","Spanish Pitted Citrus Olives","500g - Approx 2 pieces/KG","25",".00",""
"","","","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-rspbry-skin-200g/p/2278489","Prime Premium Smoked Turkey Breast Raspberry, 200g","AED 112.45 per Kilo","22",".49","Tod. 12:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.carrefouruae.com/mafuae/en/beef/polonez-beef-doudjuck-hot-240-gram/p/1860184","https://cdn.mafrservices.com/pim-content/UAE/media/product/1860184/1734660003/1860184_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/khazan-smoked-beef-slice20x180g/p/12087","Khazan Smoked Beef 180g","AED 84.98 per Kilo","21",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/veal/senora-hickory-smoked-strips-250gm/p/1843564","https://cdn.mafrservices.com/pim-content/UAE/media/product/1843564/1760076605/1843564_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/saint-malo-crab-stick-400gr/p/805304","Saint-Malo Crab Stick, 400g","AED 157.46 per Kilo","33",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/saint-malo-crab-stick-400gr/p/805304","https://cdn.mafrservices.com/pim-content/UAE/media/product/805304/1753323003/805304_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/polonez-beef-doudjuck-hot-240-gram/p/1860184","Polonez Hot Beef Sausage 240g","AED 97.16 per Kilo","37",".79","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/khazan-smoked-beef-slice20x180g/p/12087","https://cdn.mafrservices.com/sys-master-root/h48/hf4/50869372616734/12087_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/veal/senora-hickory-smoked-strips-250gm/p/1843564","Freshly Foods Senora Hickory Smoked Veal Strips, 250g","","24",".29",""
"","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-c-salmon-king-fillet-200g/p/466744","https://cdn.mafrservices.com/pim-content/UAE/media/product/466744/1753772403/466744_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/sin-sign-chk-htdg-chesy-jlpn-375/p/2265007","Siniora Chicken Hotdog Cheesy Jalepeno 375g","AED 54.11 per Kilo","20",".29","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-bologna-plain-150g/p/2265009","https://cdn.mafrservices.com/pim-content/UAE/media/product/2265009/1763359203/2265009_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-blgna-olv-150g/p/2264999","Siniora Signature Beef Bologna with Olives, 150g","AED 69.93 per Kilo","10",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-blgna-olv-150g/p/2264999","https://cdn.mafrservices.com/pim-content/UAE/media/product/2264999/1762834203/2264999_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-bologna-plain-150g/p/2265009","Siniora Signature Plain Beef Bologna, 150g","AED 69.93 per Kilo","10",".49","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/sin-sign-chk-htdg-chesy-jlpn-375/p/2265007","https://cdn.mafrservices.com/pim-content/UAE/media/product/2265007/1763359203/2265007_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-c-salmon-king-fillet-200g/p/466744","Caviar Classic Salmon King Fillet 200g","AED 201.45 per Kilo","40",".29",""
"","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-classic-land-kamch-wild-80g/p/1839701","https://cdn.mafrservices.com/pim-content/UAE/media/product/1839701/1753772403/1839701_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-classic-land-kamch-wild-80g/p/1839701","Caviar Classic Land Smoked Sockeye Salmon 80g","AED 237.37 per Kilo","18",".99","Tod. 12:00 PM","Only 2 left","https://www.carrefouruae.com/mafuae/en/chicken/khazan-marinated-ckn-tikka-200gm/p/1808108","https://cdn.mafrservices.com/sys-master-root/h0d/h87/50869381857310/1808108_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/coraya-fermes-tendres-180g/p/241301","Coraya Original Surimi Sticks, 180g","AED 226.61 per Kilo","40",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-pistacio-200g/p/1220624","https://cdn.mafrservices.com/sys-master-root/h3b/hd8/28546421948446/1220624_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/khazan-marinated-ckn-tikka-200gm/p/1808108","Khazan Tikka Marinated Chicken Breast 200g","AED 129.95 per Kilo","25",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/sea-foods/coraya-fermes-tendres-180g/p/241301","https://cdn.mafrservices.com/pim-content/UAE/media/product/241301/1756779003/241301_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-pistacio-200g/p/1220624","Al Rawdah Fresh Chicken Mortadella With Pistachio 200g","AED 38.45 per Kilo","7",".69",""
