"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 3","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 4","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 4","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 5","text-lg 4","text-2xs 7","whitespace-pre-wrap 5","inline-flex src","text-xs 6","text-xs 7","text-xs 8","inline-flex src 2"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/cream-desserts/almarai-cream-caramel-100g/p/1076344","Almarai Caramel Creme, 100g","1",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/piknik-chse-sticks-kids-twiller-80g/p/1408367","Pik-Nik Twiller Cheese Sticks 80g","AED 14.90 per Kilo","15",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/labneh/milco-labneh-450gr/p/86687","Milco Labneh, 450g","7",".19","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/low-fat-yogurt/almarai-lf-yogurt-500g/p/1225842","Almarai Low Fat Fresh Yoghurt, 500g","4",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 197.37 per Kilo","AED 15.98 per Kilo","AED 8.98 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/hajdu-kashkaval-cow-low-fat-350g/p/1042083","Hajdu Kashkawane Light Cow Cheese 350g","27",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-milk-choco-180ml/p/69697","Lacnor UHT Full Cream Reduced Sugar Chocolate Milk, 180ml","AED 79.40 per Kilo","1",".59","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavored-milk/al-ain-fresh-milk-moochy-strw-250ml/p/370219","Al Ain Strawberry Milk, 250ml","2",".19","Only 1 left","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/fresh-cream/president-fresh-cream-20cl/p/1686901","President Fresh Cream, 200ml","18",".29","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 8.83 per Liter","AED 8.76 per Liter","AED 91.45 per Liter",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/uk-cheese/wyke-farms-cheddar-xtra-mature-200g/p/760291","Wyke Farms Extra Mature Cheddar Cheese 200g","22",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/plain-laban/activia-yog-light-low-fat-375ml/p/946042","Activia Low Fat Fresh Laban, 375ml","AED 114.95 per Kilo","3",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/svalya-glazed-curd-snack-vanila-40g/p/1388732","Svalya Vanilla Glazed Curd Snack 40g","5",".29","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/croxton-manor-portions-20gx10/p/1818758","Croxton Manor Mature Cheddar and Double Gloucester Cheese Portions, 20g Pack of 10","13",".29","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 10.64 per Liter","AED 132.25 per Kilo","AED 66.45 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/gouda-slices/frico-gouda-cumin-slice-150g/p/1298726","Frico Selection Cumin Gouda Cheese Slice, 150g","12",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/al-rawabi-yog-plain-ff-90g/p/756120","Al Rawabi Full Fat Plain Yoghurt, 90g","AED 85.27 per Kilo","0",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/goat-cheese/goot-mild-goat-cheese/p/2221506","Goot Goat Cheese","29",".00","Only 2 left","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-slices-low-fat-200g/p/979121","Puck Low Fat Cheese Slices 10 Slices, 200g","8",".99","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 11 per Kilo","200g - Approx 5 pieces/KG","AED 44.95 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/dodoni-feta-lactose-free-200g/p/1720870","Dodoni Lactose Free Feta Cheese, 200g","19",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/plein-soleil-kashkaval-slices-150g/p/1890996","Plein Soleil Original Kashkaval Slice Cheese 150g","AED 97.45 per Kilo","14",".29","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/labneh/president-labneh-180g/p/295508","President Labneh, 180g","11",".29","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/al-marai-butter-unsalted-100g/p/783945","Almarai Unsalted Natural Butter, 100g","7",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 95.27 per Kilo","AED 62.72 per Kilo","AED 74.90 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-organic-butter-200g/p/1601945","https://cdn.mafrservices.com/pim-content/UAE/media/product/1601945/1761627248/1601945_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-organic-butter-200g/p/1601945","Lurpak Organic Unsalted Butter Block, 200g","18",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/hayatna-skyr-protein-yogurt-360gm/p/2275990","https://cdn.mafrservices.com/pim-content/UAE/media/product/2275990/1776921000/2275990_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holland-cheese/frico-gouda-cut-295g/p/459496","Frico Mild Gouda Cut Cheese, 295g","AED 94.95 per Kilo","20",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/holland-cheese/frico-gouda-cut-295g/p/459496","https://cdn.mafrservices.com/pim-content/UAE/media/product/459496/1757229604/459496_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-milk-full-fat/al-ain-uht-ff-180ml/p/1500865","Al Ain Full Cream Milk, 180ml","1",".59","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/uht-milk-full-fat/al-ain-uht-ff-180ml/p/1500865","https://cdn.mafrservices.com/pim-content/UAE/media/product/1500865/1758886539/1500865_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/hayatna-skyr-protein-yogurt-360gm/p/2275990","Hayatna Skyr Icelandic Yogurt, 360g","13",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 69.46 per Kilo","AED 8.83 per Liter","AED 38.31 per Kilo",""
"","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazira-lutein-eggs-medium-x30/p/1354740","https://cdn.mafrservices.com/pim-content/UAE/media/product/1354740/1764223803/1354740_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazira-lutein-eggs-medium-x30/p/1354740","Al Jazira Lutein Medium Eggs, 30 PCS","27",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-basil-pinenuts-pesto-250g/p/623230","https://cdn.mafrservices.com/pim-content/UAE/media/product/623230/1731595677/623230_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-ravioli-tomato-mozz-250g/p/1007737","Giovanni Rana Tomato and Mozzarella 250g","AED 117.16 per Kilo","29",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-ravioli-tomato-mozz-250g/p/1007737","https://cdn.mafrservices.com/pim-content/UAE/media/product/1007737/1777743629/1007737_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/galbani-ricotta-250gr/p/11812","Galbani Ricotta Cheese, 250g","20",".29","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/galbani-ricotta-250gr/p/11812","https://cdn.mafrservices.com/pim-content/UAE/media/product/11812/1752375603/11812_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-basil-pinenuts-pesto-250g/p/623230","Giovanni Rana Ravioli Pesto Alla Genovese with Basil and Pine Nuts 250g","29",".79","","","AED 81.16 per Kilo","AED 119.16 per Kilo","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-eden-cheese-165g/p/1661442","https://cdn.mafrservices.com/sys-master-root/h01/haa/12659718586398/1661442_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-eden-cheese-165g/p/1661442","Kraft Eden Filled Cheese 165g","9",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/fresh-cream/savushkin-sour-cream-15-180g/p/1872999","https://cdn.mafrservices.com/sys-master-root/hea/hea/29509591859230/1872999_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/almarai-mozzarella-lite180g/p/2135023","Almarai Lite Mozzarella Cheese, 180g","AED 57.52 per Kilo","12",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/almarai-mozzarella-lite180g/p/2135023","https://cdn.mafrservices.com/pim-content/UAE/media/product/2135023/1760674205/2135023_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/fresh-cream/savushkin-sour-cream-15-180g/p/1872999","Savushkin 15% Fat Sour Cream 180g","13",".79","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/saha-omega-white-eggsx15/p/825756","https://cdn.mafrservices.com/sys-master-root/h65/h1d/32456046837790/825756_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/saha-omega-white-eggsx15/p/825756","Saha Omega 3 White Eggs 15 PCS","25",".29","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 71.06 per Kilo","AED 76.61 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/drinking-yogurt/yogurt-bbry-rspbry-zf-330/p/2264991","https://cdn.mafrservices.com/pim-content/UAE/media/product/2264991/1762405804/2264991_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/drinking-yogurt/yogurt-bbry-rspbry-zf-330/p/2264991","Nada Blackberry and Raspberry with Mixed Fruits Zero Fat Drinking Greek Yogurt, 330ml","7",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/jenan-omega-3-eggs-largex15/p/1219667","https://cdn.mafrservices.com/pim-content/UAE/media/product/1219667/1746097805/1219667_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/almarai-greek-straw-yoghurt-150g/p/1590714","Almarai Strawberry Greek Style Yoghurt, 150g","AED 38.60 per Kilo","5",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/almarai-greek-straw-yoghurt-150g/p/1590714","https://cdn.mafrservices.com/pim-content/UAE/media/product/1590714/1756440604/1590714_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/white-eggs/saha-white-eggs-mediumx15/p/1028654","Saha Medium White/Brown Eggs 15 PCS","11",".99","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/white-eggs/saha-white-eggs-mediumx15/p/1028654","https://cdn.mafrservices.com/sys-master-root/ha3/hdf/29032220491806/1028654_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/jenan-omega-3-eggs-largex15/p/1219667","Jenan Omega 3 Medium White Eggs 15 PCS","23",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/president-shred-mozz-kashk-400g/p/1298748","https://cdn.mafrservices.com/pim-content/UAE/media/product/1298748/1751043604/1298748_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/president-shred-mozz-kashk-400g/p/1298748","President Kashkaval and Mozzarella, 400g","35",".79","Only 2 left","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/al-safi-cheese-kashkaval-700g/p/1807537","https://cdn.mafrservices.com/pim-content/UAE/media/product/1807537/1738839603/1807537_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-milk/al-rawabi-milk-ff-250ml/p/11514","Al Rawabi Full Fat Milk, 250ml","AED 89.48 per Kilo","1",".89","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/full-fat-milk/al-rawabi-milk-ff-250ml/p/11514","https://cdn.mafrservices.com/pim-content/UAE/media/product/11514/1752552004/11514_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/zott-zottarellla-minis-150g/p/1185406","Zott Zottarella Minis Classic Cheese 150g","21",".79","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/zott-zottarellla-minis-150g/p/1185406","https://cdn.mafrservices.com/sys-master-root/h08/h71/12659225526302/1185406_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/al-safi-cheese-kashkaval-700g/p/1807537","Al Safi Kashkaval Cheese 700g","39",".79","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 7.56 per Liter","AED 145.27 per Kilo","AED 56.84 per Kilo",""
"Choose Better","https://www.carrefouruae.com/mafuae/en/salted-butter/lurpak-soft-btr-lightr-sltd-250g/p/639324","https://cdn.mafrservices.com/sys-master-root/hf8/hca/17472845774878/639324_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/salted-butter/lurpak-soft-btr-lightr-sltd-250g/p/639324","Lurpak Spreadable Salted Light Butter, 250g","14",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/full-fat-milk/al-rawabi-milk-ff-500ml/p/11508","https://cdn.mafrservices.com/pim-content/UAE/media/product/11508/1752552004/11508_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/plein-soleil-shrded-mozarella-200g/p/2138172","Plein Soleil Shredded Mozzarella Cheese 200g","AED 57.16 per Kilo","11",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/plein-soleil-shrded-mozarella-200g/p/2138172","https://cdn.mafrservices.com/sys-master-root/h2d/h9c/62130000068638/2138172_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-milk-high-protein-1l/p/1724162","Lacnor UHT High Protein Milk, 1L","7",".99","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-milk-high-protein-1l/p/1724162","https://cdn.mafrservices.com/pim-content/UAE/media/product/1724162/1748866204/1724162_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-milk/al-rawabi-milk-ff-500ml/p/11508","Al Rawabi Full Fat Milk, 500ml","3",".59","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 58.95 per Kilo","AED 7.18 per Liter","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/lurpak-butter-salted-100g/p/304732","https://cdn.mafrservices.com/pim-content/UAE/media/product/304732/1776164400/304732_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/lurpak-butter-salted-100g/p/304732","Lurpak Salted Butter Block, 100g","7",".59","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-cream-cheese-olives-200g/p/1656663","https://cdn.mafrservices.com/sys-master-root/hcf/heb/49187977068574/1656663_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-milk-low-fat/al-ain-uht-milk-low-fat-1l/p/184621","Al Ain Long Life Low Fat Milk 1L","AED 75.90 per Kilo","5",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/uht-milk-low-fat/al-ain-uht-milk-low-fat-1l/p/184621","https://cdn.mafrservices.com/sys-master-root/h5e/h12/35171151413278/184621_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/chtoora-laban-airan-450ml/p/1087756","Chtoora Laban Airan, 450ml","2",".99","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/plain-laban/chtoora-laban-airan-450ml/p/1087756","https://cdn.mafrservices.com/pim-content/UAE/media/product/1087756/1758183005/1087756_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-cream-cheese-olives-200g/p/1656663","Puck Olives Natural Cream Cheese Spread, 200g","10",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 6.64 per Liter","AED 53.95 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/hajdu-kashkaval-cow-low-fat-350g/p/1042083","https://cdn.mafrservices.com/sys-master-root/h01/h49/52498203836446/1042083_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/hajdu-kashkaval-cow-low-fat-350g/p/1042083","Hajdu Kashkawane Light Cow Cheese 350g","27",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/fresh-cream/president-fresh-cream-20cl/p/1686901","https://cdn.mafrservices.com/pim-content/UAE/media/product/1686901/1747134603/1686901_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-milk-choco-180ml/p/69697","Lacnor UHT Full Cream Reduced Sugar Chocolate Milk, 180ml","AED 79.40 per Kilo","1",".59","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-milk-choco-180ml/p/69697","https://cdn.mafrservices.com/pim-content/UAE/media/product/69697/1750591803/69697_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-milk/al-ain-fresh-milk-moochy-strw-250ml/p/370219","Al Ain Strawberry Milk, 250ml","2",".19","Only 1 left","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/flavored-milk/al-ain-fresh-milk-moochy-strw-250ml/p/370219","https://cdn.mafrservices.com/sys-master-root/h2c/h38/32565264121886/370219_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/fresh-cream/president-fresh-cream-20cl/p/1686901","President Fresh Cream, 200ml","18",".29","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 8.83 per Liter","AED 8.76 per Liter","AED 91.45 per Liter",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/plain-laban/activia-yog-light-low-fat-375ml/p/946042","https://cdn.mafrservices.com/pim-content/UAE/media/product/946042/1748369403/946042_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uk-cheese/wyke-farms-cheddar-xtra-mature-200g/p/760291","Wyke Farms Extra Mature Cheddar Cheese 200g","22",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/uk-cheese/wyke-farms-cheddar-xtra-mature-200g/p/760291","https://cdn.mafrservices.com/sys-master-root/hbd/h0d/9193860562974/760291_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/activia-yog-light-low-fat-375ml/p/946042","Activia Low Fat Fresh Laban, 375ml","AED 114.95 per Kilo","3",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/svalya-glazed-curd-snack-vanila-40g/p/1388732","https://cdn.mafrservices.com/sys-master-root/h0f/h2d/13802670194718/1388732_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/svalya-glazed-curd-snack-vanila-40g/p/1388732","Svalya Vanilla Glazed Curd Snack 40g","5",".29","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/croxton-manor-portions-20gx10/p/1818758","https://cdn.mafrservices.com/pim-content/UAE/media/product/1818758/1779311400/1818758_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/croxton-manor-portions-20gx10/p/1818758","Croxton Manor Mature Cheddar and Double Gloucester Cheese Portions, 20g Pack of 10","13",".29","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 10.64 per Liter","AED 132.25 per Kilo","AED 66.45 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/gouda-slices/frico-gouda-cumin-slice-150g/p/1298726","https://cdn.mafrservices.com/pim-content/UAE/media/product/1298726/1757218204/1298726_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/gouda-slices/frico-gouda-cumin-slice-150g/p/1298726","Frico Selection Cumin Gouda Cheese Slice, 150g","12",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/goat-cheese/goot-mild-goat-cheese/p/2221506","https://cdn.mafrservices.com/pim-content/UAE/media/product/2221506/1739458803/2221506_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/al-rawabi-yog-plain-ff-90g/p/756120","Al Rawabi Full Fat Plain Yoghurt, 90g","AED 85.27 per Kilo","0",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/al-rawabi-yog-plain-ff-90g/p/756120","https://cdn.mafrservices.com/pim-content/UAE/media/product/756120/1752552603/756120_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/goat-cheese/goot-mild-goat-cheese/p/2221506","Goot Goat Cheese","29",".00","Only 2 left","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-slices-low-fat-200g/p/979121","https://cdn.mafrservices.com/pim-content/UAE/media/product/979121/1740744603/979121_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-slices-low-fat-200g/p/979121","Puck Low Fat Cheese Slices 10 Slices, 200g","8",".99","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 11 per Kilo","200g - Approx 5 pieces/KG","AED 44.95 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/dodoni-feta-lactose-free-200g/p/1720870","https://cdn.mafrservices.com/pim-content/UAE/media/product/1720870/1760176205/1720870_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/dodoni-feta-lactose-free-200g/p/1720870","Dodoni Lactose Free Feta Cheese, 200g","19",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/al-marai-butter-unsalted-100g/p/783945","https://cdn.mafrservices.com/pim-content/UAE/media/product/783945/1760674205/783945_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/plein-soleil-kashkaval-slices-150g/p/1890996","Plein Soleil Original Kashkaval Slice Cheese 150g","AED 97.45 per Kilo","14",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/plein-soleil-kashkaval-slices-150g/p/1890996","https://cdn.mafrservices.com/sys-master-root/ha3/h2c/47882824417310/1890996_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/labneh/president-labneh-180g/p/295508","President Labneh, 180g","11",".29","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/labneh/president-labneh-180g/p/295508","https://cdn.mafrservices.com/pim-content/UAE/media/product/295508/1758636604/295508_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/al-marai-butter-unsalted-100g/p/783945","Almarai Unsalted Natural Butter, 100g","7",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 95.27 per Kilo","AED 62.72 per Kilo","AED 74.90 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
